ScriptId,ScriptType,CharacterName,Text,TextDuration,SkipMethod,SkipDelay,LinkEvent,Audio0,Audio1,EventType,DurationTurn,EventDelay,EventDuration,LoopCount,LoopType,LoopDelay,EventParam0,EventParam1,EventParam2,EventParam3,EventParam4,EventParam5,EventParam6,EventParam7,EventParam8,EventParam9,EventParam10,EventParam11,EventParam12,EventParam13,EventParam14,EventParam15,EventParam16,EventParam17,EventParam18,EventParam19
10100078,Text,지혜,맞다! 저 누군지 알아요?,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100080,Text,<PlayerName>,어··· 지혜님 아니에요?,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100081,Text,지혜,어? 어떻게 알아요?,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100083,Text,<PlayerName>,아까 윤하님한테 들어서···,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100084,Text,지혜,아하···,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100086,Text,지혜,혹시 나이는 몇 살이에요? 저는 스물 한 살!,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100087,Text,<PlayerName>,어··· 저두요.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100088,Text,지혜,그럼 반말 하실래요?!,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100090,Text,<PlayerName>,네 그래요.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100091,Text,지혜,응! 좋아!,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100093,Text,,···되게 하이텐션이네. 기 겁나 빨릴 거 같다.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100094,Text,지혜,나는··· 대학교 다니고 있어! 지금은 2학년이야!,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100096,Text,지혜,게임 기획 배우고 있어! 앞으로 게임 만들려고!,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100097,Text,<PlayerName>,···오 그렇구나. 난 대학 지원하려고 온거거든.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100098,Text,지혜,어딘데 어딘데?,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100100,Text,<PlayerName>,말하기는 좀 그렇긴 한데··· 나중에 해줄게.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100101,Text,지혜,그래~! 나중에 말해줄 거지?,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100103,Text,<PlayerName>,어어···,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100104,Text,,밥 좀 먹자 이 녀석아.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100105,Text,,다 식겠다.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100106,Text,,,0.03,Auto,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100108,Text,지혜,우움··· 잘 먹었습니다!,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100110,Text,<PlayerName>,나도 잘 먹었어. 걱정했는데 요리 잘 하네.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100111,Text,지혜,뭐어? 내 요리가 뭐가 어때서 걱정해!,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100113,Text,<PlayerName>,만드는 과정만 보면···,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100114,Text,지혜,···그래도! 맛있었음 됐지!,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100116,Text,<PlayerName>,그래그래···,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100117,Text,<PlayerName>,아. 설거지는 내가 할 게. 얻어먹었으니까.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100118,Text,지혜,알써~! 나 먼저 들어가서 쉴게! 앞으로 잘 지내보자!,0.03,Skipable,0.5,TRUE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100120,Text,<PlayerName>,어어. 쉬어.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
10100121,Text,,이후 설거지를 끝내고 내 방에 들어가서 쉬었다.,0.03,Skipable,0.5,FALSE,,,None,0,0,0.5,0,Restart,0,,,,,,,,,,,,,,,,,,,,
